Timestamp,Sensor_ID,Flow_Rate,Nitrate_Level,Phosphate_Level
2023-01-01 00:00:00,1,11.97023138339368,4.4321223165874235,2.1914049473718817
2023-01-01 01:00:00,1,9.908064474813546,5.039227688054535,1.48314180095479
2023-01-01 02:00:00,1,11.472439525808483,4.449970737684029,1.8801627451353442
2023-01-01 03:00:00,1,11.8633288451588,5.4887366237957345,2.3411613372841944
2023-01-01 04:00:00,1,14.787852253266198,4.427125525021296,2.2357403005978806
2023-01-01 05:00:00,1,14.54227649148303,4.9992955351659125,1.764816027092631
2023-01-01 06:00:00,1,17.296186903715537,6.5454764220847865,1.91828432103957
2023-01-01 07:00:00,1,12.010517490258351,4.386640193434661,2.660182606001858
2023-01-01 08:00:00,1,10.739774108379446,5.699426620121183,2.0959429161891467
2023-01-01 09:00:00,1,11.640380745520805,5.439447391166201,1.5112966159134964
2023-01-01 10:00:00,1,14.603532661733379,3.238495265067008,2.3471901412620193
2023-01-01 11:00:00,1,12.932397763763797,4.968338895442506,2.2183121971288466
2023-01-01 12:00:00,1,9.0396656989555,4.374031217749153,2.2167322679150603
2023-01-01 13:00:00,1,5.8950787055665,6.64650092084944,1.8132693095808439
2023-01-01 14:00:00,1,8.797678055302816,4.620198439686712,1.8793431204148197
2023-01-01 15:00:00,1,7.256787971613441,5.192973956254951,1.8698579822554888
2023-01-01 16:00:00,1,3.787245889346244,5.629009832174475,1.7845116283785294
2023-01-01 17:00:00,1,7.78152980084145,5.724235317899428,1.4154865570323625
2023-01-01 18:00:00,1,1.5159466237338677,5.890829524075083,2.5168573822065876
2023-01-01 19:00:00,1,3.645180710942121,5.22596142001359,2.3470887885027274
2023-01-01 20:00:00,1,7.665328899851541,4.160057931263828,1.935288495096832
2023-01-01 21:00:00,1,5.513454536845967,4.285202553776064,1.621255917941569
2023-01-01 22:00:00,1,9.460287296906616,5.305881801705531,1.4212042457683283
2023-01-01 23:00:00,1,10.526769907946216,6.876118301174989,2.416084507885493
2023-01-02 00:00:00,1,9.760242488818223,3.8114172638505326,2.3871149309738375
2023-01-02 01:00:00,1,14.472480813486623,4.555448545426625,1.4869079165148198
2023-01-02 02:00:00,1,17.37178705460217,5.585028009188343,3.044819151798909
2023-01-02 03:00:00,1,14.037622986883884,6.152118397608364,2.0387461734260444
2023-01-02 04:00:00,1,19.96375974729062,5.980895432451069,2.40516483423679
2023-01-02 05:00:00,1,14.62715381012551,4.4437394543916655,2.4050814841715957
2023-01-02 06:00:00,1,13.168726570935501,6.214990469124321,3.0407191647811787
2023-01-02 07:00:00,1,14.045567213999249,5.174882387165001,2.1126660392872374
2023-01-02 08:00:00,1,17.21523211464103,6.72240903167849,1.4984664442461415
2023-01-02 09:00:00,1,12.24986777411003,5.297579979086254,1.6688192761440999
2023-01-02 10:00:00,1,10.27962259326505,3.984391993031889,2.038531536290653
2023-01-02 11:00:00,1,8.23696703714775,5.6925639912479955,1.7192591935343822
2023-01-02 12:00:00,1,10.969319139745696,7.788073539984245,1.9707830456145234
2023-01-02 13:00:00,1,8.351527444069019,5.19932922817754,1.4225220971045653
2023-01-02 14:00:00,1,6.762504455418956,5.177332748373718,2.1809183651242545
2023-01-02 15:00:00,1,7.8572321867486625,4.283870416880234,1.7709521465790405
2023-01-02 16:00:00,1,3.2286584656908497,6.5990257656061075,2.5930638315912793
2023-01-02 17:00:00,1,3.7938549539087782,5.060736787556315,1.81018847087861
2023-01-02 18:00:00,1,0.0,3.780038324804229,1.9434563308201007
2023-01-02 19:00:00,1,3.321277161484458,6.086267697634986,1.455532493017388
2023-01-02 20:00:00,1,6.695208303074333,3.8576951167824682,2.049404429059653
2023-01-02 21:00:00,1,6.2346221646148505,4.719702436437485,1.551235838526862
2023-01-02 22:00:00,1,11.44257110839011,4.7853461311900585,1.7554986270969148
2023-01-02 23:00:00,1,10.09977784851721,5.065618283320183,2.5453902681939145
2023-01-03 00:00:00,1,7.8452492562709315,4.43218581805283,2.3650301339937863
